,tone
15966,"{'document_tone': {'tones': [{'score': 0.84986, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Ocean view is the best thing.', 'tones': [{'score': 0.853283, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, {'sentence_id': 1, 'text': 'Close to everything', 'tones': [{'score': 0.500971, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}]}"
15967,"{'document_tone': {'tones': [{'score': 0.84986, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Ocean view is the best thing.', 'tones': [{'score': 0.853283, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, {'sentence_id': 1, 'text': 'Close to everything', 'tones': [{'score': 0.500971, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}]}"
15968,"{'document_tone': {'tones': [{'score': 0.866001, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
15969,{'document_tone': {'tones': []}}
15970,{'document_tone': {'tones': []}}
15971,"{'document_tone': {'tones': [{'score': 0.762636, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
15972,"{'document_tone': {'tones': [{'score': 0.7056, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'King suite.', 'tones': []}, {'sentence_id': 1, 'text': 'Great layout.', 'tones': [{'score': 0.786132, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, {'sentence_id': 2, 'text': 'Spacious bathroom.', 'tones': []}]}"
15973,{'document_tone': {'tones': []}}
15974,"{'document_tone': {'tones': [{'score': 0.608851, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
15975,"{'document_tone': {'tones': [{'score': 0.608851, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
15976,"{'document_tone': {'tones': [{'score': 0.821696, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.85813, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
15977,"{'document_tone': {'tones': [{'score': 0.821696, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.85813, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
15978,{'document_tone': {'tones': []}}
15979,{'document_tone': {'tones': []}}
15980,"{'document_tone': {'tones': [{'score': 0.645619, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
15981,"{'document_tone': {'tones': [{'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
15982,"{'document_tone': {'tones': [{'score': 0.854059, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
15983,"{'document_tone': {'tones': [{'score': 0.698283, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
15984,"{'document_tone': {'tones': [{'score': 0.698283, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
15985,"{'document_tone': {'tones': [{'score': 0.698283, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
15986,"{'document_tone': {'tones': [{'score': 0.821495, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
15987,"{'document_tone': {'tones': [{'score': 0.821495, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
15988,"{'document_tone': {'tones': [{'score': 0.72184, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.898327, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
15989,"{'document_tone': {'tones': [{'score': 0.72184, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.898327, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
15990,"{'document_tone': {'tones': [{'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
15991,"{'document_tone': {'tones': [{'score': 0.961633, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
15992,"{'document_tone': {'tones': [{'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.961633, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
15993,"{'document_tone': {'tones': [{'score': 0.68712, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
15994,"{'document_tone': {'tones': [{'score': 0.681292, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
15995,"{'document_tone': {'tones': [{'score': 0.681292, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
15996,"{'document_tone': {'tones': [{'score': 0.588641, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
15997,"{'document_tone': {'tones': [{'score': 0.873367, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
15998,"{'document_tone': {'tones': [{'score': 0.873367, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
15999,"{'document_tone': {'tones': [{'score': 0.873367, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
16000,"{'document_tone': {'tones': [{'score': 0.956625, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
16001,"{'document_tone': {'tones': [{'score': 0.881393, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.898327, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
16002,"{'document_tone': {'tones': [{'score': 0.94919, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
16003,"{'document_tone': {'tones': [{'score': 0.528726, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.704642, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
16004,"{'document_tone': {'tones': [{'score': 0.640031, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'This was a disappointing visit.', 'tones': [{'score': 0.625912, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'Broken hot tub, no room service, room needs repair.', 'tones': []}]}"
16005,"{'document_tone': {'tones': [{'score': 0.616212, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
16006,{'document_tone': {'tones': []}}
16007,"{'document_tone': {'tones': [{'score': 0.87207, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
16008,"{'document_tone': {'tones': [{'score': 0.72019, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
16009,{'document_tone': {'tones': []}}
16010,"{'document_tone': {'tones': [{'score': 0.984352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
16011,"{'document_tone': {'tones': [{'score': 0.656998, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
16012,"{'document_tone': {'tones': [{'score': 0.661042, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
16013,"{'document_tone': {'tones': [{'score': 0.632206, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.786991, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
16014,"{'document_tone': {'tones': [{'score': 0.816533, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
16015,{'document_tone': {'tones': []}}
16016,"{'document_tone': {'tones': [{'score': 0.97759, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
16017,{'document_tone': {'tones': []}}
16018,"{'document_tone': {'tones': [{'score': 0.737535, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.898327, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
16019,"{'document_tone': {'tones': [{'score': 0.506763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.545436, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
16020,{'document_tone': {'tones': []}}
16021,"{'document_tone': {'tones': [{'score': 0.553408, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
16022,"{'document_tone': {'tones': [{'score': 0.738015, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.920855, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
16023,"{'document_tone': {'tones': [{'score': 0.630049, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.92125, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
16024,"{'document_tone': {'tones': [{'score': 0.713705, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.942582, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
16025,{'document_tone': {'tones': []}}
16026,{'document_tone': {'tones': []}}
16027,"{'document_tone': {'tones': [{'score': 0.723963, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
16028,"{'document_tone': {'tones': [{'score': 0.566401, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.968123, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
16029,"{'document_tone': {'tones': [{'score': 0.566401, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.968123, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
16030,"{'document_tone': {'tones': [{'score': 0.970599, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Amazing staff!', 'tones': [{'score': 0.941095, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, {'sentence_id': 1, 'text': 'Great stay!', 'tones': [{'score': 0.910947, 'tone_id': 'joy', 'tone_name': 'Joy'}]}]}"
16031,"{'document_tone': {'tones': [{'score': 0.916576, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
16032,"{'document_tone': {'tones': [{'score': 0.860642, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.942582, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
16033,"{'document_tone': {'tones': [{'score': 0.860642, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.942582, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
16034,"{'document_tone': {'tones': [{'score': 0.538838, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
16035,"{'document_tone': {'tones': [{'score': 0.909883, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.932977, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
16036,"{'document_tone': {'tones': [{'score': 0.932977, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.909883, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
16037,{'document_tone': {'tones': []}}
16038,{'document_tone': {'tones': []}}
16039,{'document_tone': {'tones': []}}
16040,"{'document_tone': {'tones': [{'score': 0.916098, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
16041,"{'document_tone': {'tones': [{'score': 0.506763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
16042,"{'document_tone': {'tones': [{'score': 0.80026, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
16043,"{'document_tone': {'tones': [{'score': 0.817322, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.97759, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
16044,"{'document_tone': {'tones': [{'score': 0.823888, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.968123, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
16045,"{'document_tone': {'tones': [{'score': 0.807484, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.849827, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
16046,"{'document_tone': {'tones': [{'score': 0.807484, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.849827, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
16047,"{'document_tone': {'tones': [{'score': 0.807484, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.849827, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
16048,"{'document_tone': {'tones': [{'score': 0.942582, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
16049,"{'document_tone': {'tones': [{'score': 0.92583, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
16050,"{'document_tone': {'tones': [{'score': 0.899395, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.751891, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Easy to find.', 'tones': [{'score': 0.661433, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'Parking we lucked out and found one spot left.', 'tones': [{'score': 0.769135, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 2, 'text': 'Kept car there and used trolley..', 'tones': []}]}"
16051,"{'document_tone': {'tones': [{'score': 0.899395, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.751891, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Easy to find.', 'tones': [{'score': 0.661433, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'Parking we lucked out and found one spot left.', 'tones': [{'score': 0.769135, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 2, 'text': 'Kept car there and used trolley..', 'tones': []}]}"
16052,"{'document_tone': {'tones': [{'score': 0.88888, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
16053,"{'document_tone': {'tones': [{'score': 0.90016, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
16054,"{'document_tone': {'tones': [{'score': 0.968123, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
16055,"{'document_tone': {'tones': [{'score': 0.856622, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
16056,"{'document_tone': {'tones': [{'score': 0.816533, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
16057,"{'document_tone': {'tones': [{'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
16058,{'document_tone': {'tones': []}}
16059,"{'document_tone': {'tones': [{'score': 0.942582, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
16060,{'document_tone': {'tones': []}}
16061,"{'document_tone': {'tones': [{'score': 0.868274, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
16062,"{'document_tone': {'tones': [{'score': 0.58212, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
16063,"{'document_tone': {'tones': [{'score': 0.810525, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
16064,{'document_tone': {'tones': []}}
16065,"{'document_tone': {'tones': [{'score': 0.690007, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
16066,"{'document_tone': {'tones': [{'score': 0.862259, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
16067,"{'document_tone': {'tones': [{'score': 0.845158, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.668742, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Had a wonderful time with family.', 'tones': [{'score': 0.940116, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, {'sentence_id': 1, 'text': 'Hotel was well located although a little pricey for off season.', 'tones': [{'score': 0.653099, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]}"
16068,"{'document_tone': {'tones': [{'score': 0.724499, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
16069,"{'document_tone': {'tones': [{'score': 0.694033, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
16070,"{'document_tone': {'tones': [{'score': 0.667593, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.970663, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.995186, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Ocean view.', 'tones': [{'score': 0.600668, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, {'sentence_id': 1, 'text': 'EVERY room.', 'tones': [{'score': 0.996934, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 2, 'text': 'Really !!', 'tones': [{'score': 0.997482, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]}"
16071,"{'document_tone': {'tones': [{'score': 0.768535, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Good staff and excellent location.', 'tones': [{'score': 0.833987, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, {'sentence_id': 1, 'text': 'Shower was unstable and hallways smelled unpleasant.', 'tones': []}]}"
16072,{'document_tone': {'tones': []}}
16073,"{'document_tone': {'tones': [{'score': 0.584331, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
16074,"{'document_tone': {'tones': [{'score': 0.873367, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
16075,"{'document_tone': {'tones': [{'score': 0.758042, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
16076,"{'document_tone': {'tones': [{'score': 0.758042, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
16077,"{'document_tone': {'tones': [{'score': 0.961633, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.907747, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
16078,"{'document_tone': {'tones': [{'score': 0.818509, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.961633, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
16079,"{'document_tone': {'tones': [{'score': 0.818509, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.961633, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
16080,"{'document_tone': {'tones': [{'score': 0.818509, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.961633, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
16081,"{'document_tone': {'tones': [{'score': 0.787614, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
16082,{'document_tone': {'tones': []}}
16083,"{'document_tone': {'tones': [{'score': 0.615979, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
16084,"{'document_tone': {'tones': [{'score': 0.615979, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
16085,"{'document_tone': {'tones': [{'score': 0.862767, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.97759, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
16086,"{'document_tone': {'tones': [{'score': 0.578665, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
16087,{'document_tone': {'tones': []}}
16088,"{'document_tone': {'tones': [{'score': 0.932949, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
16089,"{'document_tone': {'tones': [{'score': 0.932949, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
16090,{'document_tone': {'tones': []}}
16091,{'document_tone': {'tones': []}}
16092,{'document_tone': {'tones': []}}
16093,{'document_tone': {'tones': []}}
16094,"{'document_tone': {'tones': [{'score': 0.884596, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
16095,"{'document_tone': {'tones': [{'score': 0.53212, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
16096,"{'document_tone': {'tones': [{'score': 0.53212, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
16097,"{'document_tone': {'tones': [{'score': 0.53212, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
16098,"{'document_tone': {'tones': [{'score': 0.97759, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
16099,"{'document_tone': {'tones': [{'score': 0.890799, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.942582, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
16100,{'document_tone': {'tones': []}}
16101,{'document_tone': {'tones': []}}
16102,"{'document_tone': {'tones': [{'score': 0.670642, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
16103,"{'document_tone': {'tones': [{'score': 0.670642, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
16104,"{'document_tone': {'tones': [{'score': 0.932882, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
16105,"{'document_tone': {'tones': [{'score': 0.631633, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
16106,"{'document_tone': {'tones': [{'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
16107,"{'document_tone': {'tones': [{'score': 0.712171, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
16108,"{'document_tone': {'tones': [{'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
16109,{'document_tone': {'tones': []}}
16110,"{'document_tone': {'tones': [{'score': 0.978324, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
16111,{'document_tone': {'tones': []}}
16112,"{'document_tone': {'tones': [{'score': 0.839373, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
16113,"{'document_tone': {'tones': [{'score': 0.964874, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
16114,"{'document_tone': {'tones': [{'score': 0.964874, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
16115,"{'document_tone': {'tones': [{'score': 0.548607, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
16116,"{'document_tone': {'tones': [{'score': 0.548607, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
16117,"{'document_tone': {'tones': [{'score': 0.548607, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
16118,"{'document_tone': {'tones': [{'score': 0.548607, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
16119,{'document_tone': {'tones': []}}
16120,"{'document_tone': {'tones': [{'score': 0.848531, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
16121,"{'document_tone': {'tones': [{'score': 0.638591, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
16122,"{'document_tone': {'tones': [{'score': 0.559838, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
16123,"{'document_tone': {'tones': [{'score': 0.559838, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
16124,"{'document_tone': {'tones': [{'score': 0.790519, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
16125,{'document_tone': {'tones': []}}
